transaction_id,user_id,timestamp_utc,direction,amount_usd,ach_type,funding_speed,device_id,ip_country,return_code,returned,days_to_return,fraud_pattern_type,is_fraud_pattern,account_age_days
txn_1240,user_489,2025-01-07T10:30:00,credit,191.76,PULL,standard,device_213,US,R01,True,8.0,,False,279
txn_1241,user_227,2025-02-10T10:59:00,credit,91.53,PULL,standard,device_212,CA,,False,,,False,295
txn_1242,user_390,2025-01-26T05:32:00,debit,416.69,PULL,standard,device_41,GB,,False,,,False,55
txn_1243,user_401,2025-01-20T18:57:00,debit,823.29,PULL,standard,device_63,CA,,False,,,False,364
txn_1244,user_14,2025-02-11T16:48:00,debit,1228.94,PUSH,standard,device_16,CA,,False,,,False,277
txn_1245,user_328,2025-02-26T13:43:00,credit,1286.93,PUSH,instant,device_32,BR,,False,,,False,13
txn_1246,user_424,2025-01-14T18:52:00,debit,100.01,PULL,instant,device_25,GB,,False,,,False,212
txn_1247,user_101,2025-01-19T14:09:00,debit,43.92,PULL,standard,device_228,MX,,False,,,False,303
txn_1248,user_322,2025-01-25T04:18:00,debit,1019.51,PUSH,instant,device_79,MX,,False,,,False,39
txn_1249,user_393,2025-02-25T06:01:00,debit,1446.82,PULL,instant,device_279,US,,False,,,False,134
txn_1250,user_111,2025-01-01T01:29:00,debit,559.5,PULL,standard,device_187,BR,,False,,,False,101
txn_1251,user_495,2025-02-09T11:14:00,debit,1090.22,PULL,standard,device_236,BR,R01,True,23.0,,False,105
txn_1252,user_380,2025-01-07T03:58:00,debit,1394.57,PULL,instant,device_198,CA,,False,,,False,95
txn_1253,user_413,2025-02-27T14:05:00,debit,323.35,PUSH,standard,device_156,MX,R02,True,18.0,,False,101
txn_1254,user_388,2025-02-03T07:16:00,credit,742.9,PULL,standard,device_271,BR,,False,,,False,303
txn_1255,user_294,2025-01-31T23:05:00,debit,1416.89,PULL,standard,device_154,CA,,False,,,False,121
txn_1256,user_376,2025-02-23T04:02:00,debit,426.01,PULL,standard,device_272,GB,,False,,,False,34
txn_1257,user_34,2025-02-13T03:55:00,debit,1070.08,PULL,instant,device_42,CA,,False,,,False,202
txn_1258,user_217,2025-01-16T14:16:00,debit,845.77,PUSH,instant,device_170,CA,R01,True,6.0,,False,28
txn_1259,user_89,2025-02-18T04:04:00,credit,71.08,PUSH,standard,device_101,US,,False,,,False,280
txn_1260,user_81,2025-01-03T05:47:00,credit,852.69,PULL,standard,device_265,MX,,False,,,False,343
txn_1261,user_470,2025-02-28T12:01:00,debit,213.15,PULL,instant,device_204,BR,,False,,,False,340
txn_1262,user_271,2025-02-01T07:38:00,debit,1241.34,PUSH,standard,device_7,GB,,False,,,False,107
txn_1263,user_411,2025-01-16T18:58:00,debit,1367.48,PULL,standard,device_121,BR,,False,,,False,63
txn_1264,user_285,2025-01-05T09:47:00,credit,920.32,PUSH,standard,device_86,US,,False,,,False,161
txn_1265,user_449,2025-01-23T04:26:00,debit,1309.25,PULL,standard,device_48,CA,,False,,,False,190
txn_1266,user_456,2025-01-03T20:14:00,debit,869.36,PULL,standard,device_124,US,,False,,,False,202
txn_1267,user_44,2025-01-21T17:04:00,credit,586.01,PULL,instant,device_125,CA,,False,,,False,129
txn_1268,user_489,2025-02-20T15:44:00,credit,349.52,PULL,standard,device_156,MX,R51,True,6.0,,False,279
txn_1269,user_385,2025-01-11T09:24:00,credit,889.71,PULL,standard,device_219,BR,,False,,,False,11
txn_1270,user_392,2025-01-15T05:44:00,debit,1225.93,PULL,standard,device_275,GB,,False,,,False,65
txn_1271,user_393,2025-02-23T15:54:00,debit,1302.62,PULL,standard,device_184,MX,,False,,,False,134
txn_1272,user_32,2025-01-26T17:14:00,debit,169.13,PULL,standard,device_127,US,,False,,,False,82
txn_1273,user_359,2025-02-08T04:54:00,debit,830.06,PULL,instant,device_270,GB,,False,,,False,33
txn_1274,user_187,2025-01-19T21:54:00,debit,1187.17,PULL,standard,device_71,BR,,False,,,False,60
txn_1275,user_11,2025-01-31T23:34:00,debit,723.76,PULL,standard,device_271,CA,,False,,,False,192
txn_1276,user_170,2025-02-13T00:40:00,debit,193.93,PULL,standard,device_195,US,,False,,,False,8
txn_1277,user_27,2025-02-19T02:28:00,credit,62.71,PUSH,standard,device_60,CA,,False,,,False,146
txn_1278,user_123,2025-01-16T22:05:00,credit,1397.86,PULL,standard,device_11,BR,,False,,,False,238
txn_1279,user_139,2025-01-21T05:02:00,credit,1208.84,PULL,standard,device_212,MX,,False,,,False,126
txn_1280,user_106,2025-01-26T12:34:00,debit,348.65,PULL,instant,device_157,US,,False,,,False,287
txn_1281,user_151,2025-02-02T02:46:00,debit,536.95,PULL,standard,device_66,CA,,False,,,False,312
txn_1282,user_282,2025-02-05T12:42:00,debit,269.95,PULL,standard,device_66,US,,False,,,False,177
txn_1283,user_187,2025-01-26T09:37:00,debit,767.52,PUSH,standard,device_49,CA,,False,,,False,60
txn_1284,user_329,2025-02-06T23:18:00,debit,242.36,PUSH,standard,device_140,GB,,False,,,False,51
txn_1285,user_342,2025-02-20T02:47:00,debit,726.55,PULL,standard,device_23,BR,,False,,,False,106
txn_1286,user_441,2025-02-13T01:19:00,debit,1490.93,PUSH,standard,device_56,GB,,False,,,False,355
txn_1287,user_482,2025-02-08T21:44:00,debit,1191.02,PULL,standard,device_42,BR,,False,,,False,302
txn_1288,user_245,2025-02-19T07:13:00,debit,382.81,PULL,standard,device_99,CA,,False,,,False,229
txn_1289,user_161,2025-02-16T11:24:00,debit,537.02,PULL,standard,device_69,MX,,False,,,False,363
txn_1290,user_455,2025-02-22T16:55:00,debit,213.63,PULL,standard,device_119,US,R03,True,2.0,,False,217
txn_1291,user_102,2025-01-13T05:25:00,debit,103.16,PULL,standard,device_70,GB,,False,,,False,72
txn_1292,user_197,2025-01-29T02:17:00,credit,124.88,PULL,instant,device_151,MX,,False,,,False,125
txn_1293,user_57,2025-02-25T21:24:00,debit,548.32,PULL,standard,device_156,BR,,False,,,False,199
txn_1294,user_10,2025-01-18T13:01:00,credit,755.26,PUSH,instant,device_193,US,,False,,,False,34
txn_1295,user_283,2025-02-16T12:27:00,debit,26.12,PULL,standard,device_285,GB,,False,,,False,244
txn_1296,user_258,2025-01-09T06:57:00,debit,30.94,PULL,standard,device_105,GB,,False,,,False,37
txn_1297,user_9,2025-01-21T02:15:00,debit,517.68,PULL,instant,device_272,BR,,False,,,False,73
txn_1298,user_436,2025-02-27T23:10:00,debit,168.31,PULL,standard,device_125,GB,,False,,,False,45
txn_1299,user_406,2025-01-31T11:03:00,debit,496.05,PULL,standard,device_20,MX,R03,True,3.0,,False,182
txn_1300,user_96,2025-01-04T05:12:00,debit,633.38,PULL,standard,device_220,US,,False,,,False,105
txn_1301,user_172,2025-02-17T04:14:00,debit,1239.66,PUSH,standard,device_33,GB,,False,,,False,32
txn_1302,user_60,2025-02-07T15:38:00,credit,950.96,PULL,standard,device_244,US,,False,,,False,249
txn_1303,user_189,2025-01-08T05:14:00,debit,458.14,PULL,standard,device_269,GB,,False,,,False,87
txn_1304,user_168,2025-01-12T13:09:00,debit,385.03,PULL,standard,device_136,CA,,False,,,False,60
txn_1305,user_211,2025-02-19T04:46:00,debit,1307.93,PUSH,standard,device_128,GB,,False,,,False,95
txn_1306,user_402,2025-01-09T22:01:00,debit,256.19,PULL,standard,device_121,MX,,False,,,False,283
txn_1307,user_421,2025-01-03T15:01:00,credit,122.71,PULL,instant,device_47,CA,,False,,,False,338
txn_1308,user_332,2025-02-14T23:15:00,credit,1413.67,PULL,standard,device_278,US,,False,,,False,135
txn_1309,user_206,2025-02-25T19:56:00,credit,120.48,PULL,standard,device_48,GB,,False,,,False,97
txn_1310,user_45,2025-02-13T06:19:00,debit,511.92,PULL,instant,device_99,CA,,False,,,False,24
txn_1311,user_117,2025-01-25T17:01:00,credit,48.22,PULL,standard,device_85,GB,,False,,,False,13
txn_1312,user_71,2025-02-02T14:11:00,credit,141.63,PULL,standard,device_175,US,R02,True,7.0,synthetic_identity,True,290
txn_1313,user_25,2025-02-10T19:43:00,debit,982.59,PUSH,standard,device_127,BR,,False,,,False,285
txn_1314,user_477,2025-01-26T22:30:00,debit,604.51,PULL,standard,device_77,US,,False,,,False,309
txn_1315,user_43,2025-02-11T15:51:00,debit,1269.91,PULL,standard,device_239,BR,R03,True,21.0,,False,255
txn_1316,user_17,2025-03-01T12:10:00,credit,357.46,PULL,standard,device_261,MX,,False,,,False,187
txn_1317,user_427,2025-01-02T16:34:00,credit,33.75,PULL,standard,device_230,GB,,False,,,False,315
txn_1318,user_443,2025-02-18T02:00:00,debit,459.55,PULL,instant,device_265,MX,,False,,,False,48
txn_1319,user_250,2025-01-19T08:30:00,debit,193.33,PULL,instant,device_178,GB,,False,,,False,15
txn_1320,user_395,2025-02-08T16:30:00,debit,1292.77,PUSH,standard,device_17,BR,,False,,,False,262
txn_1321,user_294,2025-01-05T13:11:00,debit,870.73,PULL,standard,device_16,US,,False,,,False,121
txn_1322,user_382,2025-02-08T23:05:00,credit,1212.99,PULL,standard,device_237,MX,,False,,,False,341
txn_1323,user_3,2025-02-20T19:33:00,debit,527.34,PULL,standard,device_11,BR,,False,,,False,238
txn_1324,user_285,2025-02-08T09:49:00,credit,314.08,PULL,standard,device_129,CA,,False,,,False,161
txn_1325,user_482,2025-02-20T22:22:00,debit,238.55,PULL,standard,device_48,GB,R29,True,21.0,,False,302
txn_1326,user_378,2025-01-20T08:26:00,credit,1353.91,PULL,standard,device_272,CA,,False,,,False,272
txn_1327,user_449,2025-02-27T20:28:00,debit,506.63,PUSH,instant,device_229,MX,,False,,,False,190
txn_1328,user_437,2025-02-16T13:57:00,debit,639.91,PUSH,standard,device_189,GB,,False,,,False,207
txn_1329,user_459,2025-02-14T21:54:00,credit,143.12,PULL,standard,device_214,BR,,False,,,False,306
txn_1330,user_175,2025-03-01T14:46:00,debit,595.76,PULL,standard,device_85,GB,,False,,,False,254
txn_1331,user_445,2025-01-29T02:10:00,debit,512.16,PULL,standard,device_44,BR,,False,,,False,185
txn_1332,user_69,2025-02-17T05:05:00,debit,1235.16,PULL,instant,device_47,CA,,False,,,False,27
txn_1333,user_409,2025-01-13T15:43:00,debit,220.77,PULL,standard,device_69,CA,,False,,,False,341
txn_1334,user_457,2025-02-12T14:09:00,debit,124.0,PULL,standard,device_62,US,,False,,,False,54
txn_1335,user_237,2025-01-25T05:20:00,debit,638.68,PULL,standard,device_250,MX,,False,,,False,242
txn_1336,user_123,2025-01-13T18:53:00,credit,227.09,PULL,standard,device_16,CA,,False,,,False,238
txn_1337,user_240,2025-02-18T12:58:00,debit,1334.61,PULL,standard,device_210,US,,False,,,False,228
txn_1338,user_103,2025-02-08T06:51:00,debit,331.41,PUSH,standard,device_248,CA,,False,,,False,293
txn_1339,user_254,2025-02-21T20:13:00,credit,1267.81,PULL,standard,device_288,CA,,False,,,False,120
txn_1340,user_336,2025-02-05T18:18:00,debit,307.95,PULL,instant,device_296,MX,,False,,,False,295
txn_1341,user_328,2025-03-01T21:24:00,debit,1174.34,PULL,standard,device_117,MX,,False,,,False,13
txn_1342,user_404,2025-01-26T14:35:00,debit,980.99,PULL,standard,device_187,CA,,False,,,False,354
txn_1343,user_191,2025-01-28T22:01:00,credit,870.31,PULL,standard,device_215,GB,,False,,,False,249
txn_1344,user_88,2025-02-05T13:15:00,debit,685.89,PULL,standard,device_150,BR,,False,,,False,114
txn_1345,user_121,2025-01-14T11:53:00,credit,1363.42,PUSH,standard,device_251,US,R29,True,21.0,,False,160
txn_1346,user_49,2025-01-25T03:09:00,credit,625.58,PULL,standard,device_87,GB,,False,,,False,247
txn_1347,user_153,2025-01-19T14:23:00,debit,936.35,PULL,standard,device_111,BR,,False,,,False,334
txn_1348,user_466,2025-02-13T17:24:00,debit,715.89,PULL,instant,device_129,GB,,False,,,False,352
txn_1349,user_17,2025-01-05T02:20:00,debit,341.89,PULL,standard,device_263,MX,,False,,,False,187
txn_1350,user_479,2025-02-11T22:19:00,credit,548.88,PULL,standard,device_104,BR,,False,,,False,242
txn_1351,user_168,2025-02-04T16:03:00,debit,951.47,PULL,standard,device_136,MX,,False,,,False,60
txn_1352,user_334,2025-01-04T09:11:00,debit,1108.1,PULL,standard,device_201,GB,,False,,,False,302
txn_1353,user_204,2025-01-18T09:32:00,debit,1112.74,PULL,standard,device_31,GB,R03,True,25.0,,False,255
txn_1354,user_72,2025-01-28T23:44:00,credit,1400.53,PULL,standard,device_80,MX,,False,,,False,69
txn_1355,user_76,2025-01-04T21:14:00,credit,494.45,PULL,standard,device_236,MX,,False,,,False,173
txn_1356,user_175,2025-01-18T03:28:00,debit,143.88,PULL,standard,device_27,GB,,False,,,False,254
txn_1357,user_97,2025-02-23T14:39:00,debit,956.1,PUSH,instant,device_277,BR,,False,,,False,87
txn_1358,user_259,2025-02-08T02:47:00,debit,1156.14,PULL,standard,device_256,US,,False,,,False,63
txn_1359,user_55,2025-01-12T07:46:00,debit,486.2,PULL,standard,device_72,MX,,False,,,False,181
txn_1360,user_407,2025-02-01T22:15:00,debit,1209.89,PULL,standard,device_223,MX,,False,,,False,158
txn_1361,user_84,2025-01-14T09:59:00,debit,1035.92,PULL,standard,device_183,BR,,False,,,False,303
txn_1362,user_62,2025-02-17T13:01:00,credit,891.54,PULL,instant,device_228,CA,,False,,,False,271
txn_1363,user_279,2025-01-13T08:12:00,debit,27.24,PULL,standard,device_238,GB,,False,,,False,23
txn_1364,user_375,2025-02-17T21:21:00,debit,391.14,PUSH,standard,device_210,GB,,False,,,False,323
txn_1365,user_11,2025-01-28T12:26:00,credit,930.59,PULL,standard,device_214,CA,,False,,,False,192
txn_1366,user_287,2025-02-23T14:46:00,credit,1478.28,PULL,standard,device_251,BR,,False,,,False,58
txn_1367,user_64,2025-02-27T06:33:00,debit,1129.68,PULL,standard,device_219,GB,,False,,,False,353
txn_1368,user_43,2025-02-14T21:07:00,debit,898.09,PULL,instant,device_115,MX,,False,,,False,255
txn_1369,user_133,2025-02-15T11:18:00,debit,814.54,PULL,standard,device_217,CA,,False,,,False,33
txn_1370,user_403,2025-01-12T02:21:00,debit,789.77,PUSH,standard,device_102,US,,False,,,False,116
txn_1371,user_42,2025-02-03T21:59:00,credit,201.0,PULL,standard,device_227,CA,,False,,,False,276
txn_1372,user_104,2025-01-11T16:17:00,credit,172.74,PULL,standard,device_60,CA,R02,True,2.0,,False,2
txn_1373,user_272,2025-01-20T06:43:00,debit,164.74,PULL,standard,device_237,CA,,False,,,False,8
txn_1374,user_185,2025-02-05T19:28:00,debit,302.03,PULL,standard,device_135,GB,R01,True,6.0,,False,180
txn_1375,user_339,2025-02-10T21:43:00,debit,1286.95,PULL,instant,device_77,GB,,False,,,False,73
txn_1376,user_273,2025-01-04T13:53:00,debit,781.92,PULL,instant,device_145,US,R01,True,3.0,,False,55
txn_1377,user_465,2025-02-15T19:42:00,credit,691.42,PULL,instant,device_169,US,R01,True,2.0,instant_ach_abuse,True,2
txn_1378,user_341,2025-01-04T05:46:00,debit,881.35,PULL,standard,device_180,CA,,False,,,False,231
txn_1379,user_116,2025-02-14T20:39:00,debit,720.51,PULL,standard,device_271,GB,,False,,,False,207
txn_1380,user_203,2025-02-07T12:46:00,debit,1303.02,PULL,standard,device_290,GB,R01,True,10.0,,False,180
txn_1381,user_179,2025-01-04T04:43:00,credit,190.66,PULL,standard,device_183,GB,,False,,,False,328
txn_1382,user_151,2025-01-13T16:40:00,credit,663.9,PULL,standard,device_27,MX,,False,,,False,312
txn_1383,user_366,2025-02-24T12:32:00,credit,1108.73,PULL,standard,device_62,GB,,False,,,False,189
txn_1384,user_234,2025-02-27T03:11:00,debit,1060.83,PULL,standard,device_195,US,R29,True,17.0,,False,276
txn_1385,user_318,2025-01-11T23:51:00,credit,594.76,PUSH,standard,device_38,US,,False,,,False,265
txn_1386,user_457,2025-02-10T17:11:00,debit,237.34,PULL,standard,device_238,CA,,False,,,False,54
txn_1387,user_33,2025-01-13T07:47:00,debit,587.06,PUSH,standard,device_117,MX,,False,,,False,33
txn_1388,user_397,2025-01-09T18:23:00,debit,917.22,PULL,standard,device_86,CA,R29,True,5.0,first_party_fraud,True,16
txn_1389,user_259,2025-02-11T13:49:00,debit,259.0,PULL,standard,device_220,CA,,False,,,False,63
txn_1390,user_229,2025-02-13T03:46:00,debit,1076.47,PUSH,instant,device_56,BR,,False,,,False,199
txn_1391,user_484,2025-02-08T10:38:00,debit,778.83,PULL,instant,device_261,CA,,False,,,False,290
txn_1392,user_2,2025-02-22T05:07:00,credit,1241.02,PULL,standard,device_277,BR,,False,,,False,282
txn_1393,user_317,2025-01-07T06:40:00,debit,1160.7,PULL,standard,device_123,GB,,False,,,False,266
txn_1394,user_460,2025-02-23T20:36:00,credit,164.84,PULL,standard,device_37,BR,,False,,,False,38
txn_1395,user_445,2025-02-17T17:52:00,debit,114.91,PULL,instant,device_216,MX,,False,,,False,185
txn_1396,user_66,2025-01-17T14:11:00,debit,440.0,PUSH,standard,device_122,GB,,False,,,False,118
txn_1397,user_12,2025-01-14T16:35:00,credit,1216.2,PULL,standard,device_91,BR,R10,True,5.0,first_party_fraud,True,356
txn_1398,user_238,2025-01-11T10:28:00,debit,182.66,PULL,standard,device_221,CA,,False,,,False,157
txn_1399,user_292,2025-02-10T19:59:00,credit,809.91,PUSH,standard,device_77,CA,,False,,,False,97
txn_1400,user_370,2025-02-07T16:37:00,debit,623.31,PULL,standard,device_214,MX,,False,,,False,281
txn_1401,user_406,2025-01-25T07:54:00,debit,114.6,PULL,instant,device_149,BR,,False,,,False,182
txn_1402,user_278,2025-02-11T11:25:00,debit,1086.63,PULL,standard,device_216,GB,,False,,,False,285
txn_1403,user_309,2025-02-12T00:53:00,debit,266.61,PUSH,instant,device_277,CA,,False,,,False,115
txn_1404,user_423,2025-02-10T23:28:00,debit,1014.1,PULL,instant,device_83,BR,,False,,,False,279
txn_1405,user_320,2025-01-29T07:29:00,debit,632.34,PULL,standard,device_158,BR,,False,,,False,280
txn_1406,user_33,2025-01-02T11:30:00,debit,16.28,PULL,standard,device_183,GB,,False,,,False,33
txn_1407,user_250,2025-02-22T05:09:00,debit,765.8,PULL,standard,device_31,MX,,False,,,False,15
txn_1408,user_204,2025-02-22T03:50:00,debit,1105.96,PUSH,standard,device_131,GB,R03,True,20.0,,False,255
txn_1409,user_394,2025-02-27T09:15:00,debit,421.45,PULL,standard,device_45,MX,,False,,,False,218
txn_1410,user_450,2025-01-06T07:51:00,debit,339.51,PULL,standard,device_215,GB,,False,,,False,104
txn_1411,user_186,2025-03-01T23:55:00,debit,240.11,PUSH,standard,device_215,MX,,False,,,False,162
txn_1412,user_257,2025-02-25T23:17:00,credit,532.83,PULL,standard,device_197,US,,False,,,False,247
txn_1413,user_239,2025-01-29T23:50:00,debit,804.38,PUSH,standard,device_114,GB,,False,,,False,112
txn_1414,user_70,2025-03-01T19:28:00,debit,885.86,PULL,standard,device_55,MX,,False,,,False,171
txn_1415,user_446,2025-01-17T03:20:00,debit,140.21,PULL,standard,device_214,MX,R02,True,16.0,,False,241
txn_1416,user_385,2025-01-07T02:30:00,credit,1321.2,PULL,standard,device_134,US,,False,,,False,11
txn_1417,user_292,2025-02-20T00:33:00,debit,697.98,PULL,standard,device_151,GB,R29,True,28.0,,False,97
txn_1418,user_130,2025-01-13T16:40:00,debit,801.75,PULL,instant,device_16,CA,,False,,,False,231
txn_1419,user_376,2025-02-23T19:30:00,credit,359.9,PULL,standard,device_134,US,,False,,,False,34
txn_1420,user_359,2025-02-03T06:26:00,debit,1172.2,PULL,standard,device_260,US,,False,,,False,33
txn_1421,user_438,2025-02-16T12:44:00,debit,289.64,PULL,standard,device_178,CA,,False,,,False,338
txn_1422,user_154,2025-01-30T11:14:00,debit,570.57,PULL,standard,device_22,MX,,False,,,False,107
txn_1423,user_13,2025-02-05T12:29:00,credit,600.61,PULL,standard,device_289,CA,,False,,,False,268
txn_1424,user_118,2025-01-06T16:33:00,credit,1373.42,PULL,instant,device_234,GB,R29,True,8.0,first_party_fraud,True,51
txn_1425,user_135,2025-02-08T06:10:00,debit,449.84,PULL,standard,device_294,CA,,False,,,False,290
txn_1426,user_310,2025-01-18T20:51:00,debit,678.35,PUSH,standard,device_299,US,,False,,,False,39
txn_1427,user_178,2025-02-28T10:54:00,debit,37.11,PULL,instant,device_98,MX,,False,,,False,58
txn_1428,user_359,2025-02-19T07:10:00,debit,1003.85,PUSH,standard,device_49,GB,,False,,,False,33
txn_1429,user_451,2025-01-17T17:15:00,credit,796.85,PULL,standard,device_93,MX,,False,,,False,350
txn_1430,user_194,2025-02-21T17:55:00,credit,127.93,PULL,standard,device_38,CA,,False,,,False,132
txn_1431,user_355,2025-01-07T23:33:00,debit,331.19,PULL,standard,device_112,MX,R03,True,11.0,,False,353
txn_1432,user_363,2025-01-29T08:44:00,debit,1291.6,PULL,instant,device_214,GB,,False,,,False,81
txn_1433,user_154,2025-02-22T02:21:00,debit,330.99,PULL,standard,device_264,BR,,False,,,False,107
txn_1434,user_244,2025-02-19T06:38:00,debit,592.31,PULL,standard,device_125,US,,False,,,False,237
txn_1435,user_157,2025-01-21T20:08:00,debit,1059.34,PUSH,standard,device_14,BR,,False,,,False,46
txn_1436,user_386,2025-01-01T06:24:00,credit,768.88,PULL,standard,device_149,US,,False,,,False,44
txn_1437,user_411,2025-01-31T08:46:00,debit,367.18,PULL,standard,device_281,GB,,False,,,False,63
txn_1438,user_255,2025-01-01T16:19:00,debit,842.77,PULL,standard,device_161,BR,,False,,,False,241
txn_1439,user_467,2025-01-18T10:57:00,debit,490.94,PULL,standard,device_199,CA,,False,,,False,60
txn_1440,user_338,2025-01-26T21:12:00,debit,131.49,PULL,standard,device_291,MX,,False,,,False,115
txn_1441,user_342,2025-02-25T11:36:00,debit,459.88,PULL,standard,device_25,GB,,False,,,False,106
txn_1442,user_332,2025-01-21T08:59:00,debit,301.28,PULL,instant,device_296,GB,,False,,,False,135
txn_1443,user_151,2025-01-07T10:15:00,debit,915.04,PULL,instant,device_75,CA,,False,,,False,312
txn_1444,user_249,2025-01-17T17:10:00,credit,909.19,PULL,standard,device_124,US,,False,,,False,287
txn_1445,user_443,2025-01-01T20:18:00,credit,1308.18,PULL,standard,device_192,MX,,False,,,False,48
txn_1446,user_438,2025-02-14T20:05:00,credit,595.07,PUSH,instant,device_236,US,,False,,,False,338
txn_1447,user_390,2025-01-25T19:11:00,credit,477.56,PULL,standard,device_271,BR,,False,,,False,55
txn_1448,user_190,2025-01-08T14:09:00,debit,840.07,PULL,instant,device_182,MX,,False,,,False,110
txn_1449,user_293,2025-01-19T03:31:00,debit,879.89,PULL,standard,device_281,US,R03,True,22.0,,False,348
txn_1450,user_291,2025-02-21T06:16:00,debit,155.02,PULL,standard,device_132,MX,,False,,,False,294
txn_1451,user_223,2025-02-01T12:56:00,debit,492.43,PULL,instant,device_190,US,,False,,,False,256
txn_1452,user_258,2025-01-13T02:28:00,debit,1143.59,PULL,standard,device_40,US,R02,True,14.0,,False,37
txn_1453,user_495,2025-01-24T16:51:00,debit,1430.2,PULL,standard,device_67,US,,False,,,False,105
txn_1454,user_366,2025-01-12T22:56:00,credit,630.76,PULL,instant,device_104,US,,False,,,False,189
txn_1455,user_105,2025-01-25T18:04:00,debit,986.91,PULL,instant,device_29,BR,,False,,,False,290
txn_1456,user_479,2025-01-19T22:59:00,credit,700.29,PULL,standard,device_224,MX,R02,True,6.0,,False,242
txn_1457,user_191,2025-01-18T11:32:00,credit,773.61,PULL,standard,device_269,MX,,False,,,False,249
txn_1458,user_38,2025-01-15T22:07:00,debit,1008.39,PUSH,standard,device_209,GB,,False,,,False,302
txn_1459,user_476,2025-01-10T08:15:00,debit,354.22,PULL,standard,device_242,CA,,False,,,False,286
txn_1460,user_351,2025-02-05T18:10:00,debit,449.67,PULL,instant,device_70,US,,False,,,False,194
txn_1461,user_311,2025-01-06T18:49:00,debit,659.75,PUSH,standard,device_118,CA,R29,True,20.0,,False,243
txn_1462,user_352,2025-01-19T20:01:00,debit,1417.88,PULL,instant,device_263,US,,False,,,False,16
txn_1463,user_319,2025-02-18T19:15:00,debit,1277.81,PULL,standard,device_24,CA,,False,,,False,342
txn_1464,user_334,2025-02-24T16:31:00,credit,1393.61,PULL,standard,device_157,CA,,False,,,False,302
txn_1465,user_111,2025-02-18T08:01:00,debit,1081.97,PULL,standard,device_128,MX,,False,,,False,101
txn_1466,user_427,2025-01-20T13:22:00,debit,411.72,PULL,standard,device_231,US,,False,,,False,315
txn_1467,user_380,2025-02-07T13:34:00,credit,159.33,PULL,standard,device_230,BR,,False,,,False,95
txn_1468,user_259,2025-02-05T23:15:00,debit,1169.55,PULL,standard,device_58,GB,R29,True,2.0,first_party_fraud,True,63
txn_1469,user_164,2025-02-13T17:26:00,debit,83.05,PULL,instant,device_262,US,,False,,,False,148
txn_1470,user_407,2025-02-09T07:24:00,credit,331.27,PUSH,instant,device_249,CA,,False,,,False,158
txn_1471,user_332,2025-02-22T00:30:00,debit,318.08,PUSH,instant,device_80,MX,,False,,,False,135
txn_1472,user_242,2025-01-18T14:31:00,debit,106.85,PULL,instant,device_132,BR,,False,,,False,213
txn_1473,user_459,2025-01-29T08:25:00,debit,778.15,PULL,standard,device_112,MX,,False,,,False,306
txn_1474,user_454,2025-01-08T15:39:00,debit,1494.84,PULL,instant,device_220,CA,R01,True,2.0,instant_ach_abuse,True,9
txn_1475,user_88,2025-02-02T02:55:00,debit,72.59,PULL,instant,device_297,US,,False,,,False,114
txn_1476,user_162,2025-01-15T14:34:00,credit,125.24,PULL,standard,device_12,BR,,False,,,False,242
txn_1477,user_335,2025-02-22T19:00:00,debit,1324.81,PULL,standard,device_145,US,,False,,,False,167
txn_1478,user_363,2025-03-01T00:06:00,debit,550.14,PULL,standard,device_232,GB,,False,,,False,81
txn_1479,user_290,2025-02-09T00:28:00,credit,484.81,PUSH,instant,device_14,CA,,False,,,False,172
txn_1480,user_39,2025-02-15T16:55:00,debit,1242.47,PULL,standard,device_212,BR,,False,,,False,101
txn_1481,user_338,2025-02-05T09:52:00,debit,531.52,PULL,standard,device_170,BR,,False,,,False,115
txn_1482,user_171,2025-02-07T17:08:00,debit,476.45,PULL,standard,device_210,BR,R02,True,9.0,,False,38
txn_1483,user_141,2025-01-01T02:08:00,debit,1259.04,PULL,standard,device_151,US,R02,True,27.0,,False,358
txn_1484,user_468,2025-01-27T11:33:00,debit,955.68,PULL,standard,device_30,GB,,False,,,False,217
txn_1485,user_494,2025-02-03T01:58:00,debit,1488.36,PULL,standard,device_131,MX,,False,,,False,220
txn_1486,user_251,2025-01-14T04:48:00,debit,1245.23,PULL,standard,device_182,MX,,False,,,False,65
txn_1487,user_254,2025-01-31T22:54:00,debit,202.37,PULL,instant,device_244,CA,R03,True,22.0,,False,120
txn_1488,user_137,2025-02-20T17:06:00,debit,233.01,PULL,standard,device_265,GB,,False,,,False,220
txn_1489,user_304,2025-01-22T07:58:00,debit,560.55,PULL,instant,device_17,GB,,False,,,False,327
txn_1490,user_261,2025-02-20T15:47:00,debit,755.0,PUSH,standard,device_38,US,,False,,,False,289
txn_1491,user_171,2025-01-20T22:49:00,debit,1367.96,PULL,standard,device_208,MX,,False,,,False,38
txn_1492,user_247,2025-01-29T10:45:00,debit,1205.95,PUSH,standard,device_124,BR,,False,,,False,276
txn_1493,user_368,2025-02-25T03:09:00,debit,729.21,PULL,standard,device_236,CA,,False,,,False,115
txn_1494,user_476,2025-01-26T12:41:00,credit,911.92,PULL,standard,device_225,US,,False,,,False,286
txn_1495,user_269,2025-01-24T20:49:00,debit,1337.8,PULL,standard,device_62,GB,,False,,,False,223
